Member_number,Date,itemDescription,Month,Year,Transaction_ID
3101,2015-12-17,sausage,12,2015,3101_2015-12-17
2433,2015-10-19,bottled water,10,2015,2433_2015-10-19
2051,2015-11-14,canned beer,11,2015,2051_2015-11-14
3144,2015-08-16,tropical fruit,8,2015,3144_2015-08-16
2000,2015-08-23,bottled beer,8,2015,2000_2015-08-23
2427,2015-06-26,pork,6,2015,2427_2015-06-26
2916,2015-06-13,salty snack,6,2015,2916_2015-06-13
1609,2015-12-17,rolls/buns,12,2015,1609_2015-12-17
2982,2015-06-25,citrus fruit,6,2015,2982_2015-06-25
1804,2015-11-30,sausage,11,2015,1804_2015-11-30
4997,2015-12-27,tropical fruit,12,2015,4997_2015-12-27
2789,2015-01-28,milk,1,2015,2789_2015-01-28
2512,2015-04-23,canned beer,4,2015,2512_2015-04-23
2641,2015-03-01,milk,3,2015,2641_2015-03-01
2102,2015-05-10,rolls/buns,5,2015,2102_2015-05-10
2979,2015-07-17,sausage,7,2015,2979_2015-07-17
3685,2015-03-04,tropical fruit,3,2015,3685_2015-03-04
2918,2015-10-11,bottled beer,10,2015,2918_2015-10-11
4640,2015-01-31,domestic eggs,1,2015,4640_2015-01-31
1149,2015-08-06,soda,8,2015,1149_2015-08-06
4608,2015-01-05,milk,1,2015,4608_2015-01-05
3794,2015-11-26,tropical fruit,11,2015,3794_2015-11-26
3014,2015-11-04,ham,11,2015,3014_2015-11-04
2083,2015-03-28,brandy,3,2015,2083_2015-03-28
1656,2015-08-13,hard cheese,8,2015,1656_2015-08-13
1482,2015-07-24,bottled beer,7,2015,1482_2015-07-24
3050,2015-10-20,other vegetables,10,2015,3050_2015-10-20
3882,2015-04-23,finished products,4,2015,3882_2015-04-23
2618,2015-12-03,misc. beverages,12,2015,2618_2015-12-03
4888,2015-02-13,canned beer,2,2015,4888_2015-02-13
2523,2015-01-12,yogurt,1,2015,2523_2015-01-12
4633,2015-04-14,bottled water,4,2015,4633_2015-04-14
2440,2015-03-02,tropical fruit,3,2015,2440_2015-03-02
2100,2015-07-05,frankfurter,7,2015,2100_2015-07-05
3691,2015-02-12,yogurt,2,2015,3691_2015-02-12
4499,2015-05-06,bottled beer,5,2015,4499_2015-05-06
2370,2015-08-28,tropical fruit,8,2015,2370_2015-08-28
3831,2015-10-14,UHT-milk,10,2015,3831_2015-10-14
4744,2015-10-28,citrus fruit,10,2015,4744_2015-10-28
4919,2015-03-12,newspapers,3,2015,4919_2015-03-12
4876,2015-02-21,soda,2,2015,4876_2015-02-21
1296,2015-08-20,tropical fruit,8,2015,1296_2015-08-20
4845,2015-08-28,bottled water,8,2015,4845_2015-08-28
4606,2015-03-13,canned beer,3,2015,4606_2015-03-13
1438,2015-02-26,onions,2,2015,1438_2015-02-26
2777,2015-05-24,pastry,5,2015,2777_2015-05-24
4220,2015-08-10,tropical fruit,8,2015,4220_2015-08-10
1943,2015-01-07,hamburger meat,1,2015,1943_2015-01-07
3535,2015-09-01,pip fruit,9,2015,3535_2015-09-01
2194,2015-01-09,soda,1,2015,2194_2015-01-09
2326,2015-11-29,pork,11,2015,2326_2015-11-29
4189,2015-04-07,rolls/buns,4,2015,4189_2015-04-07
1023,2015-01-06,whipped/sour cream,1,2015,1023_2015-01-06
3886,2015-04-01,soda,4,2015,3886_2015-04-01
1443,2015-10-09,butter,10,2015,1443_2015-10-09
1395,2015-06-26,canned beer,6,2015,1395_2015-06-26
1291,2015-01-14,tropical fruit,1,2015,1291_2015-01-14
1374,2015-03-10,milk,3,2015,1374_2015-03-10
4015,2015-02-20,yogurt,2,2015,4015_2015-02-20
3009,2015-02-18,sausage,2,2015,3009_2015-02-18
2961,2015-11-16,frankfurter,11,2015,2961_2015-11-16
3260,2015-07-08,meat,7,2015,3260_2015-07-08
1793,2015-05-19,canned beer,5,2015,1793_2015-05-19
2985,2015-01-05,tropical fruit,1,2015,2985_2015-01-05
1205,2015-03-14,yogurt,3,2015,1205_2015-03-14
1116,2015-10-08,newspapers,10,2015,1116_2015-10-08
1633,2015-08-09,condensed milk,8,2015,1633_2015-08-09
3600,2015-07-30,pip fruit,7,2015,3600_2015-07-30
4740,2015-07-10,coffee,7,2015,4740_2015-07-10
2677,2015-12-23,sausage,12,2015,2677_2015-12-23
1540,2015-08-14,milk,8,2015,1540_2015-08-14
4323,2015-03-26,frankfurter,3,2015,4323_2015-03-26
4320,2015-04-18,canned beer,4,2015,4320_2015-04-18
1363,2015-06-16,milk,6,2015,1363_2015-06-16
1761,2015-08-09,rolls/buns,8,2015,1761_2015-08-09
1733,2015-06-23,pip fruit,6,2015,1733_2015-06-23
1994,2015-10-05,canned beer,10,2015,1994_2015-10-05
4300,2015-04-04,citrus fruit,4,2015,4300_2015-04-04
4298,2015-07-25,butter,7,2015,4298_2015-07-25
1097,2015-11-01,tropical fruit,11,2015,1097_2015-11-01
3766,2015-05-07,citrus fruit,5,2015,3766_2015-05-07
2348,2015-02-28,citrus fruit,2,2015,2348_2015-02-28
4588,2015-11-08,butter,11,2015,4588_2015-11-08
3784,2015-06-14,seasonal products,6,2015,3784_2015-06-14
2787,2015-03-05,brown bread,3,2015,2787_2015-03-05
2056,2015-11-24,newspapers,11,2015,2056_2015-11-24
3986,2015-07-25,tropical fruit,7,2015,3986_2015-07-25
3861,2015-07-07,rolls/buns,7,2015,3861_2015-07-07
1094,2015-01-07,sausage,1,2015,1094_2015-01-07
4743,2015-01-24,sausage,1,2015,4743_2015-01-24
3543,2015-06-02,milk,6,2015,3543_2015-06-02
4914,2015-03-14,pip fruit,3,2015,4914_2015-03-14
2004,2015-08-21,yogurt,8,2015,2004_2015-08-21
4171,2015-06-03,yogurt,6,2015,4171_2015-06-03
3041,2015-09-15,sausage,9,2015,3041_2015-09-15
1324,2015-07-10,citrus fruit,7,2015,1324_2015-07-10
1524,2015-08-06,UHT-milk,8,2015,1524_2015-08-06
4260,2015-05-30,sausage,5,2015,4260_2015-05-30
1494,2015-09-29,milk,9,2015,1494_2015-09-29
2521,2015-03-03,citrus fruit,3,2015,2521_2015-03-03
2225,2015-04-28,pork,4,2015,2225_2015-04-28
3486,2015-12-23,pip fruit,12,2015,3486_2015-12-23
1422,2015-02-28,canned beer,2,2015,1422_2015-02-28
3082,2015-02-20,canned beer,2,2015,3082_2015-02-20
1114,2015-03-12,dog food,3,2015,1114_2015-03-12
4773,2015-10-31,salty snack,10,2015,4773_2015-10-31
1939,2015-10-30,root vegetables,10,2015,1939_2015-10-30
2723,2015-11-03,meat,11,2015,2723_2015-11-03
1361,2015-09-08,milk,9,2015,1361_2015-09-08
2294,2015-05-10,rolls/buns,5,2015,2294_2015-05-10
3915,2015-03-05,pork,3,2015,3915_2015-03-05
3579,2015-12-30,other vegetables,12,2015,3579_2015-12-30
2051,2015-04-20,milk,4,2015,2051_2015-04-20
2113,2015-09-07,bottled water,9,2015,2113_2015-09-07
1909,2015-08-31,sausage,8,2015,1909_2015-08-31
2328,2015-02-22,beef,2,2015,2328_2015-02-22
2948,2015-06-19,organic sausage,6,2015,2948_2015-06-19
3504,2015-05-20,frozen meals,5,2015,3504_2015-05-20
3069,2015-04-09,mustard,4,2015,3069_2015-04-09
2142,2015-05-19,yogurt,5,2015,2142_2015-05-19
4411,2015-04-17,meat,4,2015,4411_2015-04-17
1993,2015-07-08,tropical fruit,7,2015,1993_2015-07-08
4579,2015-01-09,pip fruit,1,2015,4579_2015-01-09
1177,2015-10-14,rolls/buns,10,2015,1177_2015-10-14
2499,2015-04-24,root vegetables,4,2015,2499_2015-04-24
4427,2015-01-14,tropical fruit,1,2015,4427_2015-01-14
2883,2015-10-12,whipped/sour cream,10,2015,2883_2015-10-12
1242,2015-12-04,sausage,12,2015,1242_2015-12-04
3409,2015-12-11,frankfurter,12,2015,3409_2015-12-11
1307,2015-06-22,meat,6,2015,1307_2015-06-22
3507,2015-11-10,milk,11,2015,3507_2015-11-10
2606,2015-01-26,chicken,1,2015,2606_2015-01-26
3048,2015-06-06,long life bakery product,6,2015,3048_2015-06-06
2007,2015-11-23,cream cheese ,11,2015,2007_2015-11-23
3072,2015-01-26,milk,1,2015,3072_2015-01-26
3354,2015-01-14,citrus fruit,1,2015,3354_2015-01-14
3656,2015-03-11,tropical fruit,3,2015,3656_2015-03-11
4417,2015-05-18,sausage,5,2015,4417_2015-05-18
3296,2015-06-06,milk,6,2015,3296_2015-06-06
1323,2015-04-30,soups,4,2015,1323_2015-04-30
1754,2015-09-17,citrus fruit,9,2015,1754_2015-09-17
3872,2015-11-03,beef,11,2015,3872_2015-11-03
3691,2015-02-05,canned beer,2,2015,3691_2015-02-05
1218,2015-12-29,tropical fruit,12,2015,1218_2015-12-29
1381,2015-03-23,beverages,3,2015,1381_2015-03-23
4550,2015-03-02,canned beer,3,2015,4550_2015-03-02
1377,2015-02-06,meat,2,2015,1377_2015-02-06
4388,2015-02-19,cream cheese ,2,2015,4388_2015-02-19
2157,2015-07-14,meat,7,2015,2157_2015-07-14
3321,2015-12-25,sausage,12,2015,3321_2015-12-25
3205,2015-12-11,frankfurter,12,2015,3205_2015-12-11
4444,2015-07-22,sausage,7,2015,4444_2015-07-22
2348,2015-11-01,milk,11,2015,2348_2015-11-01
4275,2015-08-18,milk,8,2015,4275_2015-08-18
3664,2015-05-04,frozen vegetables,5,2015,3664_2015-05-04
1627,2015-02-11,root vegetables,2,2015,1627_2015-02-11
1641,2015-05-27,pip fruit,5,2015,1641_2015-05-27
1461,2015-12-21,bottled water,12,2015,1461_2015-12-21
4266,2015-06-17,soda,6,2015,4266_2015-06-17
2754,2015-05-02,liver loaf,5,2015,2754_2015-05-02
3117,2015-09-30,citrus fruit,9,2015,3117_2015-09-30
1654,2015-04-29,dish cleaner,4,2015,1654_2015-04-29
1154,2015-05-17,citrus fruit,5,2015,1154_2015-05-17
1333,2015-09-22,ham,9,2015,1333_2015-09-22
2188,2015-07-28,hamburger meat,7,2015,2188_2015-07-28
4679,2015-05-16,pork,5,2015,4679_2015-05-16
2495,2015-07-28,nuts/prunes,7,2015,2495_2015-07-28
4117,2015-12-10,canned beer,12,2015,4117_2015-12-10
4035,2015-01-12,sausage,1,2015,4035_2015-01-12
1500,2015-01-06,rolls/buns,1,2015,1500_2015-01-06
4357,2015-04-13,sausage,4,2015,4357_2015-04-13
1199,2015-11-21,rolls/buns,11,2015,1199_2015-11-21
4467,2015-11-22,frozen vegetables,11,2015,4467_2015-11-22
4220,2015-11-21,pip fruit,11,2015,4220_2015-11-21
4376,2015-07-16,milk,7,2015,4376_2015-07-16
4190,2015-12-24,frankfurter,12,2015,4190_2015-12-24
4501,2015-06-15,other vegetables,6,2015,4501_2015-06-15
1454,2015-10-22,white bread,10,2015,1454_2015-10-22
3922,2015-04-01,citrus fruit,4,2015,3922_2015-04-01
3586,2015-05-02,milk,5,2015,3586_2015-05-02
2139,2015-04-16,frankfurter,4,2015,2139_2015-04-16
2475,2015-11-10,beverages,11,2015,2475_2015-11-10
3419,2015-12-05,red/blush wine,12,2015,3419_2015-12-05
2518,2015-07-03,soda,7,2015,2518_2015-07-03
1690,2015-03-03,sausage,3,2015,1690_2015-03-03
1281,2015-06-02,finished products,6,2015,1281_2015-06-02
2176,2015-02-04,pastry,2,2015,2176_2015-02-04
2787,2015-03-13,specialty chocolate,3,2015,2787_2015-03-13
3460,2015-02-14,tropical fruit,2,2015,3460_2015-02-14
3224,2015-01-19,bottled beer,1,2015,3224_2015-01-19
1540,2015-11-26,skin care,11,2015,1540_2015-11-26
3942,2015-04-04,condensed milk,4,2015,3942_2015-04-04
2939,2015-08-03,root vegetables,8,2015,2939_2015-08-03
3807,2015-10-26,pip fruit,10,2015,3807_2015-10-26
3380,2015-05-16,root vegetables,5,2015,3380_2015-05-16
1785,2015-06-07,sausage,6,2015,1785_2015-06-07
2625,2015-03-06,bottled beer,3,2015,2625_2015-03-06
1828,2015-03-24,brown bread,3,2015,1828_2015-03-24
4225,2015-05-08,hard cheese,5,2015,4225_2015-05-08
1646,2015-08-28,soda,8,2015,1646_2015-08-28
1412,2015-11-16,soda,11,2015,1412_2015-11-16
1892,2015-04-24,milk,4,2015,1892_2015-04-24
2535,2015-11-10,frankfurter,11,2015,2535_2015-11-10
4107,2015-11-15,tropical fruit,11,2015,4107_2015-11-15
1452,2015-03-29,liver loaf,3,2015,1452_2015-03-29
4853,2015-09-17,yogurt,9,2015,4853_2015-09-17
2196,2015-08-23,soda,8,2015,2196_2015-08-23
1026,2015-05-28,root vegetables,5,2015,1026_2015-05-28
3879,2015-12-03,hamburger meat,12,2015,3879_2015-12-03
4967,2015-09-23,pip fruit,9,2015,4967_2015-09-23
3408,2015-11-05,bottled beer,11,2015,3408_2015-11-05
3732,2015-01-26,pip fruit,1,2015,3732_2015-01-26
1040,2015-11-26,tropical fruit,11,2015,1040_2015-11-26
2612,2015-05-31,dessert,5,2015,2612_2015-05-31
1137,2015-09-26,milk,9,2015,1137_2015-09-26
4223,2015-06-15,liver loaf,6,2015,4223_2015-06-15
3832,2015-07-17,frankfurter,7,2015,3832_2015-07-17
2179,2015-04-16,dessert,4,2015,2179_2015-04-16
2604,2015-02-12,root vegetables,2,2015,2604_2015-02-12
2238,2015-03-20,cream cheese ,3,2015,2238_2015-03-20
2589,2015-02-12,canned beer,2,2015,2589_2015-02-12
2402,2015-09-06,milk,9,2015,2402_2015-09-06
4130,2015-11-06,rolls/buns,11,2015,4130_2015-11-06
4841,2015-12-17,canned beer,12,2015,4841_2015-12-17
1734,2015-06-08,sausage,6,2015,1734_2015-06-08
3748,2015-03-27,canned beer,3,2015,3748_2015-03-27
1021,2015-10-22,liquor,10,2015,1021_2015-10-22
1104,2015-01-04,yogurt,1,2015,1104_2015-01-04
2613,2015-01-09,soups,1,2015,2613_2015-01-09
4204,2015-10-16,milk,10,2015,4204_2015-10-16
2022,2015-07-22,sausage,7,2015,2022_2015-07-22
2242,2015-06-05,rolls/buns,6,2015,2242_2015-06-05
4352,2015-07-20,pork,7,2015,4352_2015-07-20
1945,2015-02-05,curd,2,2015,1945_2015-02-05
1427,2015-11-26,rolls/buns,11,2015,1427_2015-11-26
3709,2015-09-08,frankfurter,9,2015,3709_2015-09-08
1349,2015-04-13,bottled water,4,2015,1349_2015-04-13
4691,2015-01-08,soda,1,2015,4691_2015-01-08
1465,2015-06-26,meat,6,2015,1465_2015-06-26
2867,2015-07-16,turkey,7,2015,2867_2015-07-16
2381,2015-05-17,coffee,5,2015,2381_2015-05-17
2471,2015-08-13,rolls/buns,8,2015,2471_2015-08-13
3252,2015-08-22,citrus fruit,8,2015,3252_2015-08-22
4077,2015-03-18,canned beer,3,2015,4077_2015-03-18
2359,2015-04-21,pastry,4,2015,2359_2015-04-21
4430,2015-12-02,frozen meals,12,2015,4430_2015-12-02
3456,2015-09-10,whipped/sour cream,9,2015,3456_2015-09-10
2563,2015-06-03,rolls/buns,6,2015,2563_2015-06-03
2386,2015-10-04,soda,10,2015,2386_2015-10-04
4909,2015-10-26,spread cheese,10,2015,4909_2015-10-26
1014,2015-10-03,milk,10,2015,1014_2015-10-03
1389,2015-02-18,root vegetables,2,2015,1389_2015-02-18
4800,2015-12-24,frankfurter,12,2015,4800_2015-12-24
1069,2015-08-20,bottled beer,8,2015,1069_2015-08-20
1833,2015-07-12,soda,7,2015,1833_2015-07-12
4028,2015-07-08,other vegetables,7,2015,4028_2015-07-08
3919,2015-02-09,curd,2,2015,3919_2015-02-09
3086,2015-01-02,pip fruit,1,2015,3086_2015-01-02
2708,2015-02-17,instant coffee,2,2015,2708_2015-02-17
3513,2015-08-29,frankfurter,8,2015,3513_2015-08-29
3774,2015-09-16,beef,9,2015,3774_2015-09-16
4827,2015-01-27,curd,1,2015,4827_2015-01-27
4213,2015-08-23,hamburger meat,8,2015,4213_2015-08-23
4536,2015-02-24,citrus fruit,2,2015,4536_2015-02-24
1489,2015-06-23,rolls/buns,6,2015,1489_2015-06-23
2005,2015-09-22,bottled beer,9,2015,2005_2015-09-22
2429,2015-06-29,pork,6,2015,2429_2015-06-29
2721,2015-08-10,cream cheese ,8,2015,2721_2015-08-10
3909,2015-02-09,tropical fruit,2,2015,3909_2015-02-09
4808,2015-08-20,beverages,8,2015,4808_2015-08-20
4024,2015-10-16,pork,10,2015,4024_2015-10-16
2855,2015-02-03,sausage,2,2015,2855_2015-02-03
4881,2015-07-28,yogurt,7,2015,4881_2015-07-28
1214,2015-01-10,meat,1,2015,1214_2015-01-10
1608,2015-11-10,tropical fruit,11,2015,1608_2015-11-10
1724,2015-09-09,hamburger meat,9,2015,1724_2015-09-09
1911,2015-06-02,root vegetables,6,2015,1911_2015-06-02
3881,2015-04-02,chicken,4,2015,3881_2015-04-02
1780,2015-08-27,dessert,8,2015,1780_2015-08-27
4675,2015-09-14,coffee,9,2015,4675_2015-09-14
3497,2015-09-24,pip fruit,9,2015,3497_2015-09-24
1000,2015-03-15,sausage,3,2015,1000_2015-03-15
3955,2015-08-28,sausage,8,2015,3955_2015-08-28
4232,2015-12-19,milk,12,2015,4232_2015-12-19
3472,2015-02-28,citrus fruit,2,2015,3472_2015-02-28
4217,2015-02-05,bottled water,2,2015,4217_2015-02-05
3778,2015-10-01,pastry,10,2015,3778_2015-10-01
2666,2015-04-06,sausage,4,2015,2666_2015-04-06
3518,2015-05-18,sausage,5,2015,3518_2015-05-18
4525,2015-09-28,milk,9,2015,4525_2015-09-28
2975,2015-01-28,liver loaf,1,2015,2975_2015-01-28
1339,2015-11-28,bottled water,11,2015,1339_2015-11-28
2001,2015-01-28,beef,1,2015,2001_2015-01-28
2091,2015-10-19,pet care,10,2015,2091_2015-10-19
2453,2015-08-28,meat,8,2015,2453_2015-08-28
4681,2015-02-28,cookware,2,2015,4681_2015-02-28
2618,2015-09-14,bottled beer,9,2015,2618_2015-09-14
3389,2015-01-26,milk,1,2015,3389_2015-01-26
3044,2015-09-29,frozen meals,9,2015,3044_2015-09-29
3039,2015-09-02,dessert,9,2015,3039_2015-09-02
4563,2015-05-14,grapes,5,2015,4563_2015-05-14
2683,2015-08-11,rolls/buns,8,2015,2683_2015-08-11
4063,2015-11-12,sausage,11,2015,4063_2015-11-12
3014,2015-10-19,sausage,10,2015,3014_2015-10-19
4356,2015-12-01,butter,12,2015,4356_2015-12-01
3050,2015-05-06,chicken,5,2015,3050_2015-05-06
3613,2015-06-05,milk,6,2015,3613_2015-06-05
3152,2015-11-24,rolls/buns,11,2015,3152_2015-11-24
4187,2015-10-28,rolls/buns,10,2015,4187_2015-10-28
2001,2015-03-03,citrus fruit,3,2015,2001_2015-03-03
1584,2015-01-26,rolls/buns,1,2015,1584_2015-01-26
1475,2015-03-28,pasta,3,2015,1475_2015-03-28
4942,2015-08-06,sausage,8,2015,4942_2015-08-06
2083,2015-11-07,tropical fruit,11,2015,2083_2015-11-07
4685,2015-08-27,waffles,8,2015,4685_2015-08-27
2070,2015-03-24,citrus fruit,3,2015,2070_2015-03-24
2657,2015-04-01,pasta,4,2015,2657_2015-04-01
4012,2015-04-04,semi-finished bread,4,2015,4012_2015-04-04
2698,2015-01-24,beef,1,2015,2698_2015-01-24
2222,2015-12-28,milk,12,2015,2222_2015-12-28
2421,2015-10-27,candy,10,2015,2421_2015-10-27
2410,2015-11-21,bottled water,11,2015,2410_2015-11-21
2728,2015-11-28,milk,11,2015,2728_2015-11-28
4810,2015-03-17,bottled beer,3,2015,4810_2015-03-17
1391,2015-08-01,yogurt,8,2015,1391_2015-08-01
2167,2015-12-08,milk,12,2015,2167_2015-12-08
3048,2015-08-20,sausage,8,2015,3048_2015-08-20
3876,2015-10-03,other vegetables,10,2015,3876_2015-10-03
3937,2015-11-19,tropical fruit,11,2015,3937_2015-11-19
1167,2015-02-16,coffee,2,2015,1167_2015-02-16
4031,2015-01-14,root vegetables,1,2015,4031_2015-01-14
2946,2015-05-24,frankfurter,5,2015,2946_2015-05-24
2672,2015-03-09,ham,3,2015,2672_2015-03-09
3529,2015-03-05,pip fruit,3,2015,3529_2015-03-05
3986,2015-11-18,yogurt,11,2015,3986_2015-11-18
3312,2015-07-29,meat,7,2015,3312_2015-07-29
2392,2015-12-15,soda,12,2015,2392_2015-12-15
1756,2015-03-03,pork,3,2015,1756_2015-03-03
2875,2015-11-01,milk,11,2015,2875_2015-11-01
3871,2015-07-31,bottled beer,7,2015,3871_2015-07-31
4512,2015-12-21,bottled water,12,2015,4512_2015-12-21
2426,2015-08-26,specialty bar,8,2015,2426_2015-08-26
3728,2015-10-04,berries,10,2015,3728_2015-10-04
1093,2015-03-28,dessert,3,2015,1093_2015-03-28
3322,2015-04-25,ham,4,2015,3322_2015-04-25
1386,2015-07-31,pork,7,2015,1386_2015-07-31
3429,2015-05-10,cat food,5,2015,3429_2015-05-10
1932,2015-09-07,milk,9,2015,1932_2015-09-07
1865,2015-12-03,margarine,12,2015,1865_2015-12-03
4672,2015-02-13,milk,2,2015,4672_2015-02-13
4432,2015-05-28,milk,5,2015,4432_2015-05-28
2129,2015-08-11,other vegetables,8,2015,2129_2015-08-11
1104,2015-03-18,domestic eggs,3,2015,1104_2015-03-18
3529,2015-09-13,canned beer,9,2015,3529_2015-09-13
3271,2015-12-27,sausage,12,2015,3271_2015-12-27
1002,2015-08-30,butter milk,8,2015,1002_2015-08-30
2184,2015-06-09,ham,6,2015,2184_2015-06-09
4648,2015-10-08,milk,10,2015,4648_2015-10-08
3595,2015-10-15,other vegetables,10,2015,3595_2015-10-15
2752,2015-10-10,sausage,10,2015,2752_2015-10-10
4101,2015-04-30,bottled beer,4,2015,4101_2015-04-30
1793,2015-12-04,misc. beverages,12,2015,1793_2015-12-04
4224,2015-10-04,brown bread,10,2015,4224_2015-10-04
2846,2015-08-15,whipped/sour cream,8,2015,2846_2015-08-15
1697,2015-02-23,tropical fruit,2,2015,1697_2015-02-23
3884,2015-04-07,citrus fruit,4,2015,3884_2015-04-07
2669,2015-09-24,pip fruit,9,2015,2669_2015-09-24
4843,2015-02-25,waffles,2,2015,4843_2015-02-25
1663,2015-11-11,tropical fruit,11,2015,1663_2015-11-11
4169,2015-03-19,frankfurter,3,2015,4169_2015-03-19
2799,2015-05-25,sausage,5,2015,2799_2015-05-25
2178,2015-12-20,frankfurter,12,2015,2178_2015-12-20
3312,2015-12-24,curd,12,2015,3312_2015-12-24
3609,2015-07-11,meat,7,2015,3609_2015-07-11
1004,2015-12-02,other vegetables,12,2015,1004_2015-12-02
2401,2015-01-15,milk,1,2015,2401_2015-01-15
4165,2015-02-10,domestic eggs,2,2015,4165_2015-02-10
2017,2015-02-14,pip fruit,2,2015,2017_2015-02-14
2485,2015-05-18,other vegetables,5,2015,2485_2015-05-18
2261,2015-06-18,sausage,6,2015,2261_2015-06-18
1437,2015-08-15,salty snack,8,2015,1437_2015-08-15
4065,2015-05-11,margarine,5,2015,4065_2015-05-11
1904,2015-04-18,milk,4,2015,1904_2015-04-18
4573,2015-05-28,frankfurter,5,2015,4573_2015-05-28
4233,2015-06-16,milk,6,2015,4233_2015-06-16
3928,2015-09-26,milk,9,2015,3928_2015-09-26
4916,2015-01-25,brown bread,1,2015,4916_2015-01-25
2883,2015-04-16,oil,4,2015,2883_2015-04-16
2938,2015-06-25,liquor (appetizer),6,2015,2938_2015-06-25
1063,2015-01-23,rolls/buns,1,2015,1063_2015-01-23
3365,2015-06-28,bottled water,6,2015,3365_2015-06-28
2795,2015-05-06,citrus fruit,5,2015,2795_2015-05-06
1336,2015-04-04,citrus fruit,4,2015,1336_2015-04-04
2937,2015-07-31,milk,7,2015,2937_2015-07-31
3391,2015-12-21,frankfurter,12,2015,3391_2015-12-21
3719,2015-06-04,soda,6,2015,3719_2015-06-04
3986,2015-05-26,meat,5,2015,3986_2015-05-26
2757,2015-02-15,sausage,2,2015,2757_2015-02-15
1783,2015-07-07,sausage,7,2015,1783_2015-07-07
4234,2015-08-02,chocolate,8,2015,4234_2015-08-02
3484,2015-08-05,canned beer,8,2015,3484_2015-08-05
3337,2015-01-10,bottled beer,1,2015,3337_2015-01-10
2472,2015-01-17,liver loaf,1,2015,2472_2015-01-17
1355,2015-02-25,pastry,2,2015,1355_2015-02-25
3072,2015-06-08,beef,6,2015,3072_2015-06-08
1817,2015-08-21,canned beer,8,2015,1817_2015-08-21
2063,2015-09-10,newspapers,9,2015,2063_2015-09-10
4216,2015-04-28,sausage,4,2015,4216_2015-04-28
2984,2015-02-24,citrus fruit,2,2015,2984_2015-02-24
3365,2015-10-25,canned beer,10,2015,3365_2015-10-25
2260,2015-06-27,frankfurter,6,2015,2260_2015-06-27
4798,2015-08-24,rolls/buns,8,2015,4798_2015-08-24
4952,2015-10-22,canned beer,10,2015,4952_2015-10-22
4778,2015-01-24,frankfurter,1,2015,4778_2015-01-24
1517,2015-03-01,frankfurter,3,2015,1517_2015-03-01
2433,2015-07-31,soda,7,2015,2433_2015-07-31
3938,2015-07-31,meat,7,2015,3938_2015-07-31
2569,2015-06-30,white wine,6,2015,2569_2015-06-30
2092,2015-05-24,sausage,5,2015,2092_2015-05-24
3174,2015-02-09,brown bread,2,2015,3174_2015-02-09
4513,2015-11-04,frozen fruits,11,2015,4513_2015-11-04
2467,2015-02-04,hard cheese,2,2015,2467_2015-02-04
3508,2015-07-25,dessert,7,2015,3508_2015-07-25
1939,2015-07-02,coffee,7,2015,1939_2015-07-02
1636,2015-05-04,other vegetables,5,2015,1636_2015-05-04
2443,2015-01-12,frankfurter,1,2015,2443_2015-01-12
4911,2015-01-07,pork,1,2015,4911_2015-01-07
3835,2015-09-16,yogurt,9,2015,3835_2015-09-16
2363,2015-05-22,beef,5,2015,2363_2015-05-22
2344,2015-04-19,ham,4,2015,2344_2015-04-19
3911,2015-02-15,frankfurter,2,2015,3911_2015-02-15
1450,2015-07-08,hamburger meat,7,2015,1450_2015-07-08
3495,2015-11-18,white wine,11,2015,3495_2015-11-18
1625,2015-11-27,packaged fruit/vegetables,11,2015,1625_2015-11-27
3265,2015-12-09,specialty bar,12,2015,3265_2015-12-09
3247,2015-11-01,cat food,11,2015,3247_2015-11-01
1777,2015-07-08,finished products,7,2015,1777_2015-07-08
1862,2015-09-05,pork,9,2015,1862_2015-09-05
2942,2015-02-01,pork,2,2015,2942_2015-02-01
2932,2015-01-22,root vegetables,1,2015,2932_2015-01-22
4049,2015-08-01,tropical fruit,8,2015,4049_2015-08-01
1954,2015-08-06,pork,8,2015,1954_2015-08-06
2321,2015-06-16,bottled beer,6,2015,2321_2015-06-16
